Identifier,Name,Description,Organisational Structure,Primary Activity,Activities,Street Address,Locality,Region,Postcode,Country ID,Territory ID,Website,Phone,Email,Twitter,Facebook,Companies House Number,Qualifiers,Membership Type,Latitude,Longitude,Geo Container,Geo Container Latitude,Geo Container Longitude,Sector,SIC Section,SIC Code,Ownership Classification,Legal Form,Legal Form Subcategory 1,Legal Form Subcategory 1,UK Nation,Type of Organisation,Registered Status,Registered Number,Registrar,Incorporation Date,Dissolved Date,Organisation Name,WC Legal Form
R033362,With Compliments Workers' Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,43 Oranmore Street,Belfast,Belfast,BT13 3RU,GB,,http://www.facebook.com/profile.php?id=100078006350052,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,86900,Workers,Society,Co-operative Society,"",Northern Ireland,Co-operative,Live,4821,FCA,19/7/2021,"",With Compliments Workers' Cooperative Limited,Co-operative Society
R035023,Veg Box People,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"Bridge 5 Mill
22a Beswick Street",Manchester,Manchester,M4 7HR,GB,,https://vegboxpeople.org.uk,,,,,10099015,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47990,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,10099015,Companies House,2/4/2016,"",Veg Box People Ltd,Limited by Guarantee
R035355,Stenroth Workers Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,39 Kenmure Avenue,Edinburgh,City of Edinburgh,EH8 7HD,GB,,http://www.stenrothbrewing.co.uk,,,,,SC723186,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,"",11050,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC723186,Companies House,15/2/2022,"",Stenroth Workers Cooperative Limited,Limited by Guarantee
R027365,Graphics�Co-op,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Unit�30,�1st�Floor
Fleming�House
Fort�Kinnaird�Retail�Park",Edinburgh,City of Edinburgh,EH15 3RD,GB,,http://www.graphics.coop,,,,,SC625959,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","Professional, Scientific and Technical",74100,Workers,Company,Limited by Shares,"",Scotland,Co-operative,Live,SC625959,Companies House,29/3/2019,"",Graphics�Co-op�Ltd,Limited by Shares
R027366,Form & Function Digital Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"The Melting Pot
15 Calton Road",Edinburgh,City of Edinburgh,EH8 8DL,GB,,http://www.formandfunction.coop,,,,,SC625583,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","Professional, Scientific and Technical",74100,Workers,Company,Limited by Shares,"",Scotland,Co-operative,Live,SC625583,Companies House,25/3/2019,"",Form & Function Digital Co-operative Ltd,Limited by Shares
R028386,Infact Digital Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Space4
113-115 Fonthill Road
Finsbury Park",London,Islington,N4 3HH,GB,,http://www.infactcoop.com,,,,,11912270,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,62000,Workers,Company,Limited by Shares,"",England,Co-operative,Live,11912270,Companies House,28/3/2019,"",Infact Digital Co-operative Limited,Limited by Shares
R020623,Research for Action,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,17 Sholebroke Mount,Leeds,Leeds,LS7 3HG,GB,,http://www.researchforaction.uk,,,,,10642442,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",72200,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,10642442,Companies House,28/2/2017,"",Research for Action Ltd,Limited by Guarantee
R020168,Software Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,1396-1398 Ashton Old Rd,Manchester,Manchester,M11 1JX,GB,,,,,,,09227462,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62012,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,09227462,Companies House,19/9/2014,"",Software Co-operative Limited,Limited by Guarantee
R020436,Climate Capital Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Kemp House
160 City Road",London,Islington,EC1V 2NX,GB,,https://www.climatecapital.tech/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70229,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4358,FCA,30/1/2017,"",Climate Capital Cooperative Limited,Co-operative Society
R031115,Edinburgh Agroecology Co-op / Lauriston Farm,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,23 Lixmount Avenue,Edinburgh,City of Edinburgh,EH5 3EW,GB,,http://www.lauristonfarm.scot,,,,,SC668231,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01130,Workers,Community Interest Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC668231,Companies House,21/7/2020,"",Edinburgh Agroecology Co-op CIC,Limited by Guarantee
R034145,Artefact Stirchley,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"1464 Pershore Road
Stirchley",Birmingham,Birmingham,B30 2NT,GB,,http://www.artefactstirchley.co.uk,,,,,10632691,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90040,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,10632691,Companies House,22/2/2017,"",Artefact (Stirchley) Ltd,Limited by Guarantee
R034030,Red Brick Language School,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"International House
61 Mosley Street",Manchester,Manchester,M2 3HZ,GB,,http://www.redbrick.coop,,,,,12957781,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85590,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,12957781,Companies House,16/10/2020,"",Red Brick Language School Ltd,Limited by Guarantee
R033158,Bonjour,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,1/2 31 Windsor Terrace,Glasgow,"Glasgow, City of",G20 7QW,GB,,http://www.instagram.com/bonjourglasgow,,,,,SC590320,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90040,Workers,Company,Limited by Shares,"",Scotland,Co-operative,Live,SC590320,Companies House,2/3/2018,"",Bonjour Ltd,Limited by Shares
R035713,Twin Bridges Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,29 Princes Place,Widnes,Halton,WA8 7NJ,GB,,,,,,,14170494,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,20411,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,14170494,Companies House,14/6/2022,"",Twin Bridges Co-operative Ltd,Limited by Guarantee
R035771,Fellside Forestry,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA30,,7 Jollybeard Gate,Alston,Cumbria,CA93TG,GB,,http://www.fellsideforestry.co.uk,,,,,13203993,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",02100,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,13203993,Companies House,16/2/2021,"",Fellside Forestry Ltd.,Limited by Guarantee
R031679,Resource Justice Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,1 Pevensey Road,Brighton,Brighton and Hove,BN2 3AG,GB,,https://www.resourcejustice.co.uk/,,,,,13816233,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85590,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,13816233,Companies House,23/12/2021,"",Resource Justice Cooperative Ltd,Limited by Guarantee
R031825,Forma Co-op (Andel),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Flat 36
1 Prince Of Wales Road",London,Camden,NW5 3LW,GB,,https://andel-co-op.com/,,,,,12913468,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","Professional, Scientific and Technical",74100,Workers,Company,Limited by Shares,"",England,Co-operative,Live,12913468,Companies House,29/9/2020,"",Forma Co-op Limited,Limited by Shares
R035241,Impact Box Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Lytchett House, 13 Freeland Park
Wareham Road",Poole,Dorset,BH16 6FA,GB,,http://www.impactbox.coop,,,,,13924647,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62020,Workers,Company,Limited by Shares,"",England,Co-operative,Live,13924647,Companies House,18/2/2022,"",Impact Box Co-operative Limited,Limited by Shares
R034972,The Gull's Grocery,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,124a Ferry Road,Edinburgh,City of Edinburgh,EH6 4PG,GB,,https://gullsgrocery.com,,,,,SC713940,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47210,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC713940,Companies House,2/11/2021,"",The Gull's Grocery Ltd,Limited by Guarantee
R015479,Leeds Bike Mill,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"c/o Pedallers? Arms
37 Mabgate Green",Leeds,Leeds,LS9 7DS,GB,,http://www.leedsbikemill.org,,,,,08996508,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47640,Workers,Community Interest Company,"","",England,Co-operative,Live,08996508,Companies House,14/4/2014,"",Leeds Bike Mill Limited C.I.C.,""
R021983,Taybank Growers Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,"Blackhaugh Farm
Spittalfield",Dunkeld,Perth and Kinross,PH1 4JZ,GB,,http://www.taybankgrowerscoop.com,,,,,SC560056,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01500,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC560056,Companies House,9/3/2017,"",Taybank Growers Cooperative,Limited by Guarantee
R021975,Tangleha Artists Collective,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Tangleha House
St. Cyrus",Montrose,Aberdeenshire,DD10 0DQ,GB,,https://tangleha.house,,,,,SC538157,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"Arts, Entertainment and Recreation",90000,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC538157,Companies House,16/6/2016,"",Tangleha Artists Collective,Limited by Guarantee
R027171,Beanies Wholefood Co-op,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,1 Barber Road,Sheffield,Sheffield,S10 1EA,GB,,http://www.beanieswholefoods.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47210,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4591,FCA,8/4/2019,"",Sheffield Wholefoods Limited,Co-operative Society
R034250,Unseelie Collective Ltd,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Caledonian Exchange
19a Canning Street",Edinburgh,City of Edinburgh,EH3 8HE,GB,,https://twitter.com/fairsoulcoop,,,,,SC702296,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,58210,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC702296,Companies House,22/6/2021,"",Unseelie Collective Ltd,Limited by Guarantee
R030632,Sierra Partners,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"2 Danesfield
220 Albany Road",London,Southwark,SE5 0AW,GB,,,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4710,FCA,10/6/2020,"",Sierra Partners Limited,Co-operative Society
R029754,Trademark Belfast Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"NG2 North Building
Twin Spires Centre
155 Northumberland Street",Belfast,Belfast,BT13 2JF,GB,,http://www.trademarkbelfast.com,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",74000,Workers,Society,Co-operative Society,"",Northern Ireland,Co-operative,Live,4685,FCA,19/2/2020,"",Trademark Belfast Cooperative Limited,Co-operative Society
R025899,Right to Buy Helpline,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Kemp House
152-160 City Road",London,Islington,EC1V 2NX,GB,,http://www.righttobuyhelpline.co.uk,,,,,10505194,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,63110,Workers,Company,Limited by Shares,"",England,Co-operative,Live,10505194,Companies House,30/11/2016,"",righttobuyhelpline.coop Ltd.,Limited by Shares
R030789,Venture Folk,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Blick Shared Studios
51 Malone Road",Belfast,Belfast,BT9 6RY,GB,,http://www.venturefolk.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,63990,Workers,Society,Co-operative Society,"",Northern Ireland,Co-operative,Live,4722,FCA,26/8/2020,"",Venture Folk Limited,Co-operative Society
R030079,New Economy Centre,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA210,,"Bridport United Church
East Street",Bridport,Dorset,DT6 3LJ,GB,,,,,,,12312896,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs",Accommodation and Food Services,55900,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,12312896,Companies House,13/11/2019,"",New Economy Centre Ltd,Limited by Guarantee
R033082,A Commune in the North,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Springcroft
High Street",South Cerney,Gloucestershire,GL7 5UP,GB,,,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85520,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4869,FCA,23/12/2021,"",A Commune in the North Limited,Co-operative Society
R022552,The Contractor Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,40 Queen St,London,City of London,EC4R 1DD,GB,,https://www.contractor.coop/,,,,,11070685,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,"",96090,Workers,Company,Limited by Shares,"",England,Co-operative,Live,11070685,Companies House,17/11/2017,"",The Contractor Co-operative Limited,Limited by Shares
R022722,Hempen Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,"Path Hill Farm House
Path Hill",Goring Heath,Oxfordshire,RG8 7RE,GB,,http://www.hempen.co.uk,,,,,09899290,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01160,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,09899290,Companies House,2/12/2015,"",Hempen,Limited by Guarantee
R032497,People Support Co-op,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,27 Wadsworth Lane,Hebden Bridge,Calderdale,HX7 8DL,GB,,http://www.peoplesupport.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4779,FCA,12/3/2021,"",People Support Co-op Limited,Co-operative Society
R023599,Black Cat (Aberdeen),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"C/O Brodies Llp
31-33 Union Grove",Aberdeen,Aberdeen City,AB10 6SD,GB,,http://www.blackcat.coop,,,,,SC562036,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs","",56302,Workers,Community Interest Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC562036,Companies House,30/3/2017,"",Black Cat (Aberdeen) CIC,Limited by Guarantee
R020745,Commons Law,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Unit 5, The Co-Op Centre
11 Mowll Street",London,Lambeth,SW9 6BG,GB,,http://www.commons.legal,,,,,10383728,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"",69102,Workers,Community Interest Company,Limited by Guarantee,"",England,Co-operative,Live,10383728,Companies House,19/9/2016,"",Commons Law Community Interest Company,Limited by Guarantee
R024430,Manchester Business Co-op,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,1396 Ashton Old Road,Manchester,Manchester,M11 1JX,GB,,http://www.manchesterbusinesscoop.com,,,,,11262304,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Administrative and Support Services,82110,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,11262304,Companies House,19/3/2018,"",Manchester Business Co-op,Limited by Guarantee
R024468,Anatomy Arts Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,372b/8 Easter Road,Edinburgh,City of Edinburgh,EH6 8JP,GB,,http://www.anatomyarts.co.uk,,,,,SC595262,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90010,Workers,Community Interest Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC595262,Companies House,24/4/2018,"",Anatomy Arts Co-operative Community Interest Company,Limited by Guarantee
R030138,The Psychedelic Society,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,8 Heath Way,Totnes,Devon,TQ9 5GP,GB,,https://dandelion.coop/,,,,,09603539,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Membership associations, social clubs and trade unions",Other Service Activities,94990,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,09603539,Companies House,21/5/2015,"",Dandelion Collective Ltd,Limited by Guarantee
R023424,Kitty?s Launderette,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,77 Grasmere Street,Liverpool,Liverpool,L5 6RH,GB,,http://www.kittyslaunderette.org.uk,,,,,10556191,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,"",96010,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,10556191,Companies House,10/1/2017,"",Liverpool Community Launderette Ltd,Limited by Guarantee
R023072,Black Water Valley Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,21A The Square,Moy,Mid Ulster,BT71 7SH,GB,,http://www.blackwatervalleycoop.com,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,20150,Workers,Society,Co-operative Society,"",Northern Ireland,Co-operative,Live,445IP,FCA,19/2/2018,"",Black Water Valley Cooperative Limited,Co-operative Society
R036892,Antithesis Research,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"Tudor Meade
Newport Road
Niton",Ventnor,Isle of Wight,PO38 2DF,GB,,,,,,,14466016,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Administrative and Support Services,82990,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,14466016,Companies House,7/11/2022,"",Antithesis Research Limited,Limited by Guarantee
R022155,TypeOlogy,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"Flat D, 22 Laindon Road",Manchester,Manchester,M14 5PD,GB,,http://www.typeology.co.uk,,,,,10849477,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Administrative and Support Services,82190,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,10849477,Companies House,4/7/2017,"",TypeOlogy Limited,Limited by Guarantee
R019845,Parallax Photographic Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"International House
6 Canterbury Crescent",London,Lambeth,SW9 7QD,GB,,http://www.parallaxphotographic.coop,,,,,10326924,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47700,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,10326924,Companies House,12/8/2016,"",Parallax Photographic Coop ltd,Limited by Guarantee
R022361,Black Shuck,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Abbey Trading Estate Black Tower
Abbey Trading Estate, Bell Green Lane",London,Bromley,SE26 5TW,GB,,http://www.blackshuck.co,,,,,11421373,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,59111,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,11421373,Companies House,18/6/2018,"",Blackshuckcooperative Ltd,Limited by Guarantee
R015180,The Bicycle Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"9 La Ville Vautier
La Rue Des Cosnets",St Ouen,"",JE3 2WF,JE,,http://coopbikes.com/,,,,,119598,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47640,Workers,Company,"","",Jersey,Co-operative,Live,119598,Companies House,30/9/2015,"",The Bicycle Co-operative Ltd,""
R035383,Forus Tree,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,,,17 Joshua Street,Todmorden,Calderdale,OL14 5EF,GB,,http://www.forustree.org,,,,,12413476,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,,"",Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,12413476,Companies House,20/1/2020,"",Forus Tree,Limited by Guarantee
R015682,Outlandish Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"4th Floor
113-115 Fonthill Rd
Finsbury Park",London,Islington,N4 3HH,GB,,https://outlandish.com/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62020,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4186,FCA,19/4/2016,"",Outlandish Co-operative Limited,Co-operative Society
R035431,PA Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,2 Marshall Place,Perth,Perth and Kinross,PH2 8AH,GB,,http://www.pacoop.co.uk,,,,,SC727437,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70210,Workers,Company,Limited by Shares,"",Scotland,Co-operative,Live,SC727437,Companies House,24/3/2022,"",PA Cooperative LTD,Limited by Shares
R036893,Dudden,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"2 Burton Cross
East Coker",Yeovil,Somerset,BA22 9LY,GB,,http://www.dudden.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"",74901,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4978,FCA,17/10/2022,"",Dudden Limited,Co-operative Society
